tweet, category
"Chiefs think Spencer Ware suffered PCL injury, but he will undergo an MRI on Saturday to determine extent of injury. ACL thought to be fine.", 
"Update: Julian Edelman's MRI is Saturday, not Sunday. Patriots suspect ACL, but tests to determine.", 
"Patriots suspect Julian Edelman tore his ACL, but do not definitely know, per source. MRI on Sunday to determine full extent of injury.", 
"Chiefs and Patriots kick off regular season in 13 days, KC presumably minus RB Spencer Ware, NE presumably minus WR Julian Edelman.", 
"Chiefs RB Spencer Ware carted off with knee injury.", 
"Replay of how Julian Edelman injured his knee: https://t.co/THqZMolwbV", 
"Patriots' WR Julian Edelman carted off with knee injury.", 
"This you, @stephenasmith?? https://t.co/gHIKVoaXjp", 
"Scot McCloughan: \"There’s going to be a handful (of QBs) that are legit 1st round players - probably at least 5”: \n\nhttps://t.co/CgqoQWHIti", 
"Former Washington GM Scot McLoughan: \"The young QB I’d start my franchise with would be Carson Wentz\":\n\nhttps://t.co/CgqoQWHIti", 
"Bills' LeSean McCoy says Colin Kaepernick's play not worth 'distraction' he comes with:... https://t.co/bb9mHlLlE6", 
"Rob Gronkowski weighs in on the racial tensions facing our country, via @ClassActSports ... https://t.co/mUvngfAg7C", 
"Ezekiel Elliott took first-team reps vs. scout team in practice today, a sign that the Cowboys will play him some Sat night vs. Raiders.", 
"McCown still remains favorite to be opening-day starter. https://t.co/Vha7qP0GJD", 
"Bears QB Mike Glennon will start Sunday's preseason game vs. Tennessee and Mitchell Trubisky will start 2nd half, per team official.", 
"Mitchell Trubisky's ascent to first-team work puts Bears QB competition at new level:... https://t.co/dihjDwITND", 
"Redskins acquired center Lucas Crowley from Pittsburgh Steelers in exchange for cornerback Dashaun Phillips.", 
"49ers signed former Titans and Jaguars DL Sen'Derrick Marks to a one-year deal.", 
"This is interesting: Cleveland QB Brock Osweiler is not expected to play in the Browns' third preseason game, per sources.", 
"Former Washington GM Scot McCloughan discusses how he's now spending time and his thoughts on touted 2018 QB class:\n\nhttps://t.co/CgqoQWHIti", 
"Colin Kaepernick Foundation donated another $100,000 to three organizations as he continues his pledge to donate $1 million: https://t.co/FyGviyo75v", 
"NFL execs, coaches on why Colin Kaepernick remains unsigned, via @SandoESPN:\n\nhttps://t.co/w5cFePLaCo https://t.co/KFi4c6eO1D", 
"Le'Veon Bell provides a date for when he is planning to report back to the Steelers: https://t.co/bMBRQyWSYz", 
"Saturday night's real main event: Derrick Brooks and his Tampa Storm play Ron Jaworski and his Philadelphia Soul in sold-out ArenaBowl XXX.", 
"Update for all those wondering: @WindhorstESPN's wife has NOT left him. Yet.", 
"That's amore… https://t.co/Le7tVH6DA0", 
"Another Cleveland move tonight (not that anyone will notice): Browns signed DL Brandon Thompson and released DL Desmond Bryant.", 
"Jets WR Quincy Enunwa underwent successful surgery today on bulging disk in back. Plans to be around team and in community in 2017.", 
"Browns LB Tank Carder tore his ACL on Monday night and is out for the season.", 
"Chargers C Max Tuerk suspended first four games of 2017 season for violating NFL policy on performance enhancing substances.", 
"Cardinals activated LB Deone Bucannon from PUP, and Patriots did same with LB Dont’a Hightower. Two LBs back.", 
"Some strong end-of-summer reading on QBs and their relationships with their fathers: https://t.co/HWLEDPNA2t", 
"An update: https://t.co/D9ZfGWiZZZ", 
"Browns' HC Hue Jackson on DeShone Kizer vs. Brock Osweiler: \"I want to put this thing to bed by Wednesday.\"", 
"WR Odell Beckham Jr. appears to have escaped serious injury:... https://t.co/TVtNpEpMnU", 
"A replay of the controversial hit on OBJ... https://t.co/UwNzvCeMUo", 
"Giants say WR Odell Beckham Jr suffered an ankle injury. Undergoing further testing.", 
"Colts signed free agent cornerbacks Chris Culliver and Corey White.", 
"Broncos released RB Bernard Pierce and claimed RB Stanley Williams on waivers from the Bengals.", 
"Eagles acquire Seattle's 2018 fifth-round pick in exchange for T Matt Tobin and a 2018 seventh-round pick.", 
"Trevor Siemian officially named Broncos starting quarterback:... https://t.co/rPKA4xzfIZ", 
"Eagles' DE Brandon Graham left practice today with a strained tricep, per source. Injury not considered serious at this time.", 
"Talks for Roger Goodell's new deal have not progressed as some thought, per source. Deal likely to get done, but still issues to work out.", 
"NFL Commissioner Roger Goodell is close to getting a new 5-year extension through 2024, per @dkaplanSBJ.", 
"All signs now point to Trevor Siemian being named the Broncos' starting QB, per @Jeff_Legwold. https://t.co/kCJJlMpSaE", 
"Bills' reaction to Anquan Boldin's retirement: https://t.co/5c5pLo9rlv", 
"Washington activated TE Jordan Reed off PUP.", 
"Jets starting QB Christian Hackenberg in their second preseason game at Detroit tonight.", 
"Dolphins officially signed LB Rey Maualuga and placed WR Isaiah Ford on injured reserve.", 
"Colin Kaepernick items to be part of Smithsonian's Black Lives Matter collection:... https://t.co/EYh2954Eep", 
"Seahawks LT George Fant suffers season-ending ACL injury:... https://t.co/U0LnyOZZ7u", 
"Bears RB Jordan Howard suffered corneal abrasion in walk thru today. Did not travel to AZ. Injury considered minor.", 
"The Pressure of Being Marshawn Lynch, via Rolling Stone:... https://t.co/fQb32P0Bga", 
"Le'Veon Bell's agent Adisa Bakari said he and client never had any agreement with Steelers. \"All stories to contrary are false,\" he said.", 
"Ravens signed C Jeremy Zuttah and waived/injured WR Kenny Bell.", 
"Patriots fear DE Derek Rivers, their top draft choice this year, has suffered a season-ending knee injury, per @FieldYates and @MikeReiss.", 
"Austin Seferian-Jenkins opens up after battles with alcohol:... https://t.co/DPS0byArK5", 
"Jaguars HC Doug Marrone said his team's starting QB job is up for grabs, waiting for Blake Bortles or Chad Henne to win it.", 
"In the team’s first kick since cutting Roberto Aguayo, Bucs' K Nick Folk had an extra point blocked. Kicking woes continue.", 
"Rams DT Aaron Donald's holdout is threatening to last into the regular season, per league sources. One source... https://t.co/C3Lk4M1aQz", 
"Steelers RB Le'Veon Bell will report back to team before regular season kicks off, though it remains unclear exactly when, per source.", 
"Colts C Ryan Kelly scheduled to undergo surgery on a bone defect in his foot Friday that is expected to sideline him 6-8 weeks, per source.", 
"Browns' OL Joel Bitonio (knee) and Cameron Erving (calf), both of whom were injured Monday, are aiming to play Week 1 vs Pittsburgh.", 
"#KnowThemFromAdam\n\nTexans' OL David Quessenberry discusses his 3-year battle with cancer:\n\nhttps://t.co/k7scOrinou https://t.co/vEeDZ1EdAN", 
"Chick-fil-A stand in Mercedes-Benz Stadium to be closed on Sundays, per @darrenrovell.... https://t.co/5aubhCOos3", 
"NFLPA responds to NFL claim on Zeke Elliott situation: https://t.co/JwhudIwau2", 
"NFL on Zeke: https://t.co/XWX284Dcoz", 
"Saints fired team orthopedists after learning CB Delvin Breaux had fractured fibula when it was diagnosed as a contusion, per @MikeTriplett.", 
"Cowboys LB Jaylon Smith will make his NFL debut Saturday vs the Colts:... https://t.co/gM4HTGX5hp", 
"#KnowThemFromAdam\n\nTexans OL David Quessenberry reflects on road to recovery from his 3-year battle with cancer:\n\nhttps://t.co/k7scOrinou", 
"A huge thank you to all the fine ESPN people who planned, prepared and executed this year's Fantasy Marathon. Made it happen.\n\nGood night. https://t.co/4kFGlr2spt", 
"Ezekiel Elliott's appeal of his six-game suspension now is expected to be held August 29th, per the language in the CBA.", 
"Headline on this video says it all....and why @tthasselbeck is our teammate, and no longer Eli Manning's:... https://t.co/Zyl11fOeU6", 
"Dallas RB Ezekiel Elliott officially has appealed his 6-game suspension, per source. A hearing now must be scheduled within 10 days.", 
"Panthers gave LB Thomas Davis 1-year, $6.75 million extension that includes $3M fully gtd, per source. Extensions rare for 35-year-old LBs.", 
"New GM Marty Hurney keeps doing work. https://t.co/9ywv6MtF0I", 
"Washington S Su'a Cravens to have knee surgery today, per source. Will be ready to go for week 1. Sustained injury in preseason game 1.", 
"Former Washington GM Scot McCloughan thinks Colin Kaepernick is good enough to start this season:... https://t.co/7jSdygo7FD", 
"Bucs have informed me of my release. https://t.co/y8PbtNLhdk", 
"This is Trey and Frank.. Adam has left flank open", 
"Fantasy Football Marathon is going live shortly - please tune in within the hour:\n\nhttps://t.co/orm73lrsgK", 
"WR Trey Griffey, son of Ken, is signing with the Miami Dolphins, per source.", 
"Help me and @JDRF defeat #T1D. Join me in Bristol for a once-in-a-lifetime experience. Click here to learn more:\nhttps://t.co/lsZFv4ohvm", 
"To sign up for ESPN's fantasy football leagues:\n\nhttps://t.co/AKifvcifpo https://t.co/AYSI8X6Lay", 
"Jaguars HC Doug Marrone said RB Leonard Fournette will not play Thursday night vs Tampa due to a foot injury.", 
"Ezekiel Elliott's father weighs in: https://t.co/GLzoFZ8PoH", 
"Bills' WR Jordan Mathews has what team is calling \"a chip fracture in his sternum\" and is week to week.", 
"Chargers LB Denzel Perryman expected to miss 4-6 weeks with ankle injury he suffered Sunday, per source, but MRI today for more clarity.", 
"Seahawks DL Michael Bennett said he does not plan to stand for National  Anthem for the rest of the season:... https://t.co/A6UoF6g7o0", 
"ESPN's Fantasy Football Marathon returns tonight, with 28 straight hours of coverage beginning at 7 PM ET. https://t.co/PPANMw5OZz", 
"Bears announced they claimed K Roberto Aguayo off waivers and placed WR Rueben Randle on Injured Reserve.", 
"Lions fear DE Kerry Hyder tore his Achilles, per source. More tests Monday. https://t.co/qQKLlTrxmk", 
"Bears have claimed former Bucs' K Roberto Aguayo off of waivers, per @FieldYates.", 
"Upon further review. not considered serious, so Lee and Jags catch a break. https://t.co/8zKZhNLzir", 
"Jaguars' WR Marqise Lee was carted off practice field today with right leg injury.", 
"Jaguars rookie RB Leonard Fournette suffered a foot injury and HC Doug Marrone said team intends to be \"careful with him.\"", 
"Ezekiel Elliott has until Wednesday to file his appeal of his 6-game suspension, but it is likely to be submitted Tuesday, per source.", 
"Raiders' RB Marshawn Lynch remained seated during national anthem Saturday night.... https://t.co/lu2M4ogoX7", 
"Jason Witten believes Ezekiel Elliott has chance to grow from suspension:... https://t.co/1ORlxoAa7c", 
"Broncos do not believe Derek Wolfe's ankle injury to be serious, pending further tests.", 
"Buccaneers make it official, release their former second-round pick: https://t.co/qjNO9P2Nps", 
"Bucs released kicker Roberto Aguayo, per @nflstroud.", 
"Broncos' DL Derek Wolfe carted off with a right leg injury...", 
"Dolphins officially placed quarterback Ryan Tannehill on injured reserve.", 
"Ezekiel Elliott's appeal might just be first step in an ongoing ordeal - remember those? As one source texted, \"ready for a long battle.\"", 
"Rams GM Les Snead said LA is interested in signing WR Sammy Watkins to a long-term contract, though the two sides are yet to discuss a deal.", 
"Dolphins' QB Ryan Tannehill will undergo reconstructive surgery and be placed on season-ending IR, as @ArmandoSalguero reported.", 
"And now a group that includes Derek Jeter has won the bid to buy the Miami Marlins:... https://t.co/TtKeBNOUle", 
"An NFL official told ESPN that the decision to suspend Cowboys RB Ezekeil Elliott for six games took time to make... https://t.co/eiFg6frVo7", 
"Ravens OL Alex Lewis suffered a shoulder injury that will require surgery next week and he will miss 2017 season.", 
"Ravens QB Joe Flacco will not play in the preseason due to his back injury but the team said he will play in regular-season opener.", 
"Reaction to today's 6-game suspension for Ezekiel Elliott from his attorneys, Frank Salzano and Scott Rosenblum. https://t.co/PFsQLvcME8", 
"Winners and losers from Bills, Rams, Eagles mega trades, via @billbarnwell:\n\nhttps://t.co/k7uP9Q1JCD https://t.co/ltRokODi3v", 
"Washington LB Trent Murphy has a torn ACL, as @nflnetwork reported, but also has a torn MCL as well, per source. Season-ending injury.", 
"A look at the letter the NFL sent to Cowboys' RB Ezekiel Elliott to explain why it suspended him 6 games:\n\nhttps://t.co/RGYGTcVdKz", 
"BUFF set up for 2018 draft:\n\n2 1st round picks (Mahomes deal)\n- 2 2nd round picks (Watkins deal)\n- 2 3rd round picks (Matthews-Darby deal).", 
"Sammy Watkins and Robert Woods teammates again, this time in LA with Rams.", 
"Eagles acquire CB Ronald Darby from Buffalo for WR Jordan Matthews and a 2018 third-round pick.", 
"Bills have acquired CB E.J. Gaines and Rams 2018 second round pick for WR Sammy Watkins and Bills 2018 sixth round pick.", 
"Cowboys' owner Jerry Jones is said to be furious with NFL decision, per one source. Furious.", 
"More on the 6-game suspension for Cowboys RB Ezekiel Elliott:\n\nhttps://t.co/14eQ8C5XxN https://t.co/zVEqE4K65f", 
